target,source,relation
wikipathways:WP3808,ncbigene:472,isParticipantIn
wikipathways:WP45,ncbigene:472,isParticipantIn
wikipathways:WP3878,ncbigene:472,isParticipantIn
wikipathways:WP2377,ncbigene:472,isParticipantIn
wikipathways:WP2942,ncbigene:472,isParticipantIn
wikipathways:WP710,ncbigene:472,isParticipantIn
wikipathways:WP707,ncbigene:472,isParticipantIn
wikipathways:WP1742,ncbigene:472,isParticipantIn
wikipathways:WP3651,ncbigene:472,isParticipantIn
wikipathways:WP34,ncbigene:472,isParticipantIn
wikipathways:WP1530,ncbigene:472,isParticipantIn
wikipathways:WP3639,ncbigene:331,isParticipantIn
wikipathways:WP3911,ncbigene:331,isParticipantIn
wikipathways:WP3286,ncbigene:331,isParticipantIn
wikipathways:WP254,ncbigene:331,isParticipantIn
wikipathways:WP3912,ncbigene:331,isParticipantIn
wikipathways:WP306,ncbigene:331,isParticipantIn
wikipathways:WP1433,ncbigene:331,isParticipantIn
wikipathways:WP1772,ncbigene:331,isParticipantIn
wikipathways:WP3844,ncbigene:5294,isParticipantIn
wikipathways:WP2261,ncbigene:5294,isParticipantIn
wikipathways:WP51,ncbigene:5294,isParticipantIn
wikipathways:WP1449,ncbigene:5294,isParticipantIn
wikipathways:WP581,ncbigene:5294,isParticipantIn
wikipathways:WP3676,ncbigene:5294,isParticipantIn
wikipathways:WP3932,ncbigene:5294,isParticipantIn
wikipathways:WP23,ncbigene:5294,isParticipantIn
wikipathways:WP3850,ncbigene:5294,isParticipantIn
wikipathways:WP1544,ncbigene:5294,isParticipantIn
wikipathways:WP710,ncbigene:5294,isParticipantIn
wikipathways:WP3678,ncbigene:5294,isParticipantIn
wikipathways:WP3929,ncbigene:5294,isParticipantIn
wikipathways:WP3915,ncbigene:5294,isParticipantIn
wikipathways:WP3937,ncbigene:5294,isParticipantIn
wikipathways:WP1403,ncbigene:5294,isParticipantIn
wikipathways:WP2037,ncbigene:5294,isParticipantIn
wikipathways:WP306,ncbigene:5294,isParticipantIn
wikipathways:WP3884,ncbigene:5294,isParticipantIn
wikipathways:WP127,ncbigene:5294,isParticipantIn
wikipathways:WP3680,ncbigene:5294,isParticipantIn
wikipathways:WP75,ncbigene:5294,isParticipantIn
wikipathways:WP481,ncbigene:5294,isParticipantIn
wikipathways:WP3872,ncbigene:5294,isParticipantIn
wikipathways:WP3935,ncbigene:5294,isParticipantIn
wikipathways:WP1533,ncbigene:4353,isParticipantIn
wikipathways:WP3891,ncbigene:4353,isParticipantIn
wikipathways:WP15,ncbigene:4353,isParticipantIn
wikipathways:WP176,ncbigene:4353,isParticipantIn
wikipathways:WP404,ncbigene:5422,isParticipantIn
wikipathways:WP2446,ncbigene:5422,isParticipantIn
wikipathways:WP466,ncbigene:5422,isParticipantIn
ncbigene:2017,wikipathways:WP3646,hasGeneId
ncbigene:2487,wikipathways:WP3646,hasGeneId
ncbigene:6241,wikipathways:WP3646,hasGeneId
ncbigene:960,wikipathways:WP3646,hasGeneId
ncbigene:1870,wikipathways:WP3646,hasGeneId
ncbigene:407012,wikipathways:WP3646,hasGeneId
ncbigene:7345,wikipathways:WP3646,hasGeneId
ncbigene:3577,wikipathways:WP3646,hasGeneId
ncbigene:6927,wikipathways:WP3646,hasGeneId
ncbigene:26509,wikipathways:WP3646,hasGeneId
ncbigene:158,wikipathways:WP404,hasGeneId
ncbigene:5634,wikipathways:WP404,hasGeneId
ncbigene:5428,wikipathways:WP404,hasGeneId
ncbigene:5631,wikipathways:WP404,hasGeneId
ncbigene:5423,wikipathways:WP404,hasGeneId
ncbigene:6303,wikipathways:WP404,hasGeneId
ncbigene:3614,wikipathways:WP404,hasGeneId
ncbigene:4946,wikipathways:WP404,hasGeneId
ncbigene:4831,wikipathways:WP404,hasGeneId
ncbigene:159,wikipathways:WP404,hasGeneId
ncbigene:10733,wikipathways:WP2446,hasGeneId
ncbigene:1633,wikipathways:WP2446,hasGeneId
ncbigene:79027,wikipathways:WP2446,hasGeneId
ncbigene:2189,wikipathways:WP2446,hasGeneId
ncbigene:6596,wikipathways:WP2446,hasGeneId
ncbigene:7272,wikipathways:WP2446,hasGeneId
ncbigene:10592,wikipathways:WP2446,hasGeneId
ncbigene:54443,wikipathways:WP2446,hasGeneId
ncbigene:5877,wikipathways:WP2446,hasGeneId
ncbigene:24137,wikipathways:WP2446,hasGeneId
ncbigene:51733,wikipathways:WP1601,hasGeneId
ncbigene:10864,wikipathways:WP1601,hasGeneId
ncbigene:23583,wikipathways:WP1601,hasGeneId
ncbigene:978,wikipathways:WP1601,hasGeneId
ncbigene:5471,wikipathways:WP1601,hasGeneId
ncbigene:83549,wikipathways:WP1601,hasGeneId
ncbigene:151531,wikipathways:WP1601,hasGeneId
ncbigene:1807,wikipathways:WP1601,hasGeneId
ncbigene:7083,wikipathways:WP1601,hasGeneId
ncbigene:7371,wikipathways:WP1601,hasGeneId
ncbigene:3660,wikipathways:WP3639,hasGeneId
ncbigene:3070,wikipathways:WP3639,hasGeneId
ncbigene:8626,wikipathways:WP3639,hasGeneId
ncbigene:8738,wikipathways:WP3639,hasGeneId
ncbigene:4049,wikipathways:WP3639,hasGeneId
ncbigene:9169,wikipathways:WP3639,hasGeneId
ncbigene:3664,wikipathways:WP3639,hasGeneId
ncbigene:5551,wikipathways:WP3639,hasGeneId
ncbigene:665,wikipathways:WP3639,hasGeneId
ncbigene:4794,wikipathways:WP3639,hasGeneId
ncbigene:2886,wikipathways:WP3303,hasGeneId
ncbigene:9068,wikipathways:WP3303,hasGeneId
ncbigene:79155,wikipathways:WP3303,hasGeneId
ncbigene:10413,wikipathways:WP3303,hasGeneId
ncbigene:10318,wikipathways:WP3303,hasGeneId
ncbigene:51378,wikipathways:WP3303,hasGeneId
ncbigene:4436,wikipathways:WP3303,hasGeneId
ncbigene:6247,wikipathways:WP3303,hasGeneId
ncbigene:7075,wikipathways:WP3303,hasGeneId
ncbigene:79931,wikipathways:WP3303,hasGeneId
ncbigene:2281,wikipathways:WP2377,hasGeneId
ncbigene:7031,wikipathways:WP2377,hasGeneId
ncbigene:3375,wikipathways:WP2377,hasGeneId
ncbigene:3732,wikipathways:WP2377,hasGeneId
ncbigene:5273,wikipathways:WP2377,hasGeneId
ncbigene:2972,wikipathways:WP2377,hasGeneId
ncbigene:10811,wikipathways:WP2377,hasGeneId
ncbigene:4485,wikipathways:WP2377,hasGeneId
ncbigene:7486,wikipathways:WP2377,hasGeneId
ncbigene:2287,wikipathways:WP2377,hasGeneId
ncbigene:10131,wikipathways:WP231,hasGeneId
ncbigene:8439,wikipathways:WP231,hasGeneId
ncbigene:124056,wikipathways:WP231,hasGeneId
ncbigene:283455,wikipathways:WP231,hasGeneId
ncbigene:6610,wikipathways:WP231,hasGeneId
ncbigene:56957,wikipathways:WP231,hasGeneId
ncbigene:8945,wikipathways:WP231,hasGeneId
ncbigene:117584,wikipathways:WP231,hasGeneId
ncbigene:5790,wikipathways:WP231,hasGeneId
ncbigene:8844,wikipathways:WP231,hasGeneId
ncbigene:2335,wikipathways:WP3287,hasGeneId
ncbigene:5743,wikipathways:WP3287,hasGeneId
ncbigene:896,wikipathways:WP3287,hasGeneId
ncbigene:1282,wikipathways:WP3287,hasGeneId
ncbigene:5742,wikipathways:WP3287,hasGeneId
ncbigene:1401,wikipathways:WP3287,hasGeneId
ncbigene:3681,wikipathways:WP3287,hasGeneId
ncbigene:3909,wikipathways:WP3287,hasGeneId
ncbigene:4798,wikipathways:WP3287,hasGeneId
ncbigene:1001,wikipathways:WP3287,hasGeneId
ncbigene:5230,wikipathways:WP3614,hasGeneId
ncbigene:284,wikipathways:WP3614,hasGeneId
ncbigene:5211,wikipathways:WP3614,hasGeneId
ncbigene:3485,wikipathways:WP3614,hasGeneId
ncbigene:3939,wikipathways:WP3614,hasGeneId
ncbigene:6566,wikipathways:WP3614,hasGeneId
ncbigene:55662,wikipathways:WP3614,hasGeneId
ncbigene:3098,wikipathways:WP3614,hasGeneId
ncbigene:54583,wikipathways:WP3614,hasGeneId
ncbigene:665,wikipathways:WP3614,hasGeneId
ncbigene:581,wikipathways:WP2815,hasGeneId
ncbigene:1116,wikipathways:WP2815,hasGeneId
ncbigene:999,wikipathways:WP2815,hasGeneId
ncbigene:1869,wikipathways:WP2815,hasGeneId
ncbigene:9021,wikipathways:WP2815,hasGeneId
ncbigene:4318,wikipathways:WP2815,hasGeneId
ncbigene:4609,wikipathways:WP2815,hasGeneId
ncbigene:6774,wikipathways:WP2815,hasGeneId
ncbigene:3572,wikipathways:WP2815,hasGeneId
ncbigene:7157,wikipathways:WP2815,hasGeneId
ncbigene:3146,wikipathways:WP710,hasGeneId
ncbigene:8061,wikipathways:WP710,hasGeneId
ncbigene:197259,wikipathways:WP710,hasGeneId
ncbigene:2538,wikipathways:WP710,hasGeneId
ncbigene:901,wikipathways:WP710,hasGeneId
ncbigene:10023,wikipathways:WP710,hasGeneId
ncbigene:5288,wikipathways:WP710,hasGeneId
ncbigene:638,wikipathways:WP710,hasGeneId
ncbigene:5106,wikipathways:WP710,hasGeneId
ncbigene:7476,wikipathways:WP710,hasGeneId
ncbigene:8682,wikipathways:WP3912,hasGeneId
ncbigene:57448,wikipathways:WP3912,hasGeneId
ncbigene:51155,wikipathways:WP3912,hasGeneId
ncbigene:826,wikipathways:WP3912,hasGeneId
ncbigene:10017,wikipathways:WP3912,hasGeneId
ncbigene:8793,wikipathways:WP3912,hasGeneId
ncbigene:51651,wikipathways:WP3912,hasGeneId
ncbigene:4671,wikipathways:WP3912,hasGeneId
ncbigene:7850,wikipathways:WP3912,hasGeneId
ncbigene:2021,wikipathways:WP3912,hasGeneId
ncbigene:5884,wikipathways:WP707,hasGeneId
ncbigene:50484,wikipathways:WP707,hasGeneId
ncbigene:135458,wikipathways:WP707,hasGeneId
ncbigene:84126,wikipathways:WP707,hasGeneId
ncbigene:10912,wikipathways:WP707,hasGeneId
ncbigene:27244,wikipathways:WP707,hasGeneId
ncbigene:63970,wikipathways:WP707,hasGeneId
ncbigene:2177,wikipathways:WP707,hasGeneId
ncbigene:5981,wikipathways:WP707,hasGeneId
ncbigene:11011,wikipathways:WP707,hasGeneId
ncbigene:27113,wikipathways:WP1742,hasGeneId
ncbigene:8626,wikipathways:WP1742,hasGeneId
ncbigene:5366,wikipathways:WP1742,hasGeneId
ncbigene:7341,wikipathways:WP1742,hasGeneId
ncbigene:25,wikipathways:WP1742,hasGeneId
ncbigene:666,wikipathways:WP1742,hasGeneId
ncbigene:8743,wikipathways:WP1742,hasGeneId
ncbigene:5015,wikipathways:WP1742,hasGeneId
ncbigene:1647,wikipathways:WP1742,hasGeneId
ncbigene:7161,wikipathways:WP1742,hasGeneId
ncbigene:57491,wikipathways:WP2873,hasGeneId
ncbigene:4257,wikipathways:WP2873,hasGeneId
ncbigene:27190,wikipathways:WP2873,hasGeneId
ncbigene:23491,wikipathways:WP2873,hasGeneId
ncbigene:10486,wikipathways:WP2873,hasGeneId
ncbigene:9049,wikipathways:WP2873,hasGeneId
ncbigene:10728,wikipathways:WP2873,hasGeneId
ncbigene:51426,wikipathways:WP2873,hasGeneId
ncbigene:218,wikipathways:WP2873,hasGeneId
ncbigene:26509,wikipathways:WP2873,hasGeneId
ncbigene:57223,wikipathways:WP1984,hasGeneId
ncbigene:80271,wikipathways:WP1984,hasGeneId
ncbigene:221002,wikipathways:WP1984,hasGeneId
ncbigene:79902,wikipathways:WP1984,hasGeneId
ncbigene:2896,wikipathways:WP1984,hasGeneId
ncbigene:23077,wikipathways:WP1984,hasGeneId
ncbigene:55526,wikipathways:WP1984,hasGeneId
ncbigene:10557,wikipathways:WP1984,hasGeneId
ncbigene:26284,wikipathways:WP1984,hasGeneId
ncbigene:5245,wikipathways:WP1984,hasGeneId
ncbigene:79444,wikipathways:WP3911,hasGeneId
ncbigene:8682,wikipathways:WP3911,hasGeneId
ncbigene:57448,wikipathways:WP3911,hasGeneId
ncbigene:826,wikipathways:WP3911,hasGeneId
ncbigene:10017,wikipathways:WP3911,hasGeneId
ncbigene:638,wikipathways:WP3911,hasGeneId
ncbigene:8793,wikipathways:WP3911,hasGeneId
ncbigene:51651,wikipathways:WP3911,hasGeneId
ncbigene:8771,wikipathways:WP3911,hasGeneId
ncbigene:4671,wikipathways:WP3911,hasGeneId
ncbigene:9982,wikipathways:WP2882,hasGeneId
ncbigene:81031,wikipathways:WP2882,hasGeneId
ncbigene:200010,wikipathways:WP2882,hasGeneId
ncbigene:6533,wikipathways:WP2882,hasGeneId
ncbigene:6594,wikipathways:WP2882,hasGeneId
ncbigene:10560,wikipathways:WP2882,hasGeneId
ncbigene:348932,wikipathways:WP2882,hasGeneId
ncbigene:9152,wikipathways:WP2882,hasGeneId
ncbigene:153218,wikipathways:WP2882,hasGeneId
ncbigene:79571,wikipathways:WP2882,hasGeneId
ncbigene:3660,wikipathways:WP254,hasGeneId
ncbigene:837,wikipathways:WP254,hasGeneId
ncbigene:3070,wikipathways:WP254,hasGeneId
ncbigene:8738,wikipathways:WP254,hasGeneId
ncbigene:4049,wikipathways:WP254,hasGeneId
ncbigene:9169,wikipathways:WP254,hasGeneId
ncbigene:3664,wikipathways:WP254,hasGeneId
ncbigene:5551,wikipathways:WP254,hasGeneId
ncbigene:665,wikipathways:WP254,hasGeneId
ncbigene:4794,wikipathways:WP254,hasGeneId
ncbigene:890,wikipathways:WP3611,hasGeneId
ncbigene:1839,wikipathways:WP3611,hasGeneId
ncbigene:7188,wikipathways:WP3611,hasGeneId
ncbigene:90427,wikipathways:WP3611,hasGeneId
ncbigene:602,wikipathways:WP3611,hasGeneId
ncbigene:2252,wikipathways:WP3611,hasGeneId
ncbigene:8743,wikipathways:WP3611,hasGeneId
ncbigene:8837,wikipathways:WP3611,hasGeneId
ncbigene:5156,wikipathways:WP3611,hasGeneId
ncbigene:4313,wikipathways:WP3611,hasGeneId
ncbigene:64065,wikipathways:WP3802,hasGeneId
ncbigene:55240,wikipathways:WP3802,hasGeneId
ncbigene:51499,wikipathways:WP3802,hasGeneId
ncbigene:58484,wikipathways:WP3802,hasGeneId
ncbigene:8793,wikipathways:WP3802,hasGeneId
ncbigene:79370,wikipathways:WP3802,hasGeneId
ncbigene:5875,wikipathways:WP3802,hasGeneId
ncbigene:84883,wikipathways:WP3802,hasGeneId
ncbigene:665,wikipathways:WP3802,hasGeneId
ncbigene:9540,wikipathways:WP3802,hasGeneId
ncbigene:4741,wikipathways:WP2447,hasGeneId
ncbigene:57679,wikipathways:WP2447,hasGeneId
ncbigene:4747,wikipathways:WP2447,hasGeneId
ncbigene:2890,wikipathways:WP2447,hasGeneId
ncbigene:5868,wikipathways:WP2447,hasGeneId
ncbigene:5630,wikipathways:WP2447,hasGeneId
ncbigene:5533,wikipathways:WP2447,hasGeneId
ncbigene:4744,wikipathways:WP2447,hasGeneId
ncbigene:9973,wikipathways:WP2447,hasGeneId
ncbigene:79139,wikipathways:WP2447,hasGeneId
ncbigene:54205,wikipathways:WP2507,hasGeneId
ncbigene:9131,wikipathways:WP2507,hasGeneId
ncbigene:5551,wikipathways:WP2507,hasGeneId
ncbigene:2021,wikipathways:WP2507,hasGeneId
ncbigene:27429,wikipathways:WP2507,hasGeneId
ncbigene:8837,wikipathways:WP2507,hasGeneId
ncbigene:578,wikipathways:WP2507,hasGeneId
ncbigene:839,wikipathways:WP2507,hasGeneId
ncbigene:56616,wikipathways:WP2507,hasGeneId
ncbigene:356,wikipathways:WP2507,hasGeneId
ncbigene:8835,wikipathways:WP2034,hasGeneId
ncbigene:5770,wikipathways:WP2034,hasGeneId
ncbigene:3557,wikipathways:WP2034,hasGeneId
ncbigene:3840,wikipathways:WP2034,hasGeneId
ncbigene:30837,wikipathways:WP2034,hasGeneId
ncbigene:3953,wikipathways:WP2034,hasGeneId
ncbigene:10657,wikipathways:WP2034,hasGeneId
ncbigene:1073,wikipathways:WP2034,hasGeneId
ncbigene:25970,wikipathways:WP2034,hasGeneId
ncbigene:5140,wikipathways:WP2034,hasGeneId
ncbigene:79444,wikipathways:WP1772,hasGeneId
ncbigene:8682,wikipathways:WP1772,hasGeneId
ncbigene:57448,wikipathways:WP1772,hasGeneId
ncbigene:826,wikipathways:WP1772,hasGeneId
ncbigene:10017,wikipathways:WP1772,hasGeneId
ncbigene:638,wikipathways:WP1772,hasGeneId
ncbigene:8793,wikipathways:WP1772,hasGeneId
ncbigene:51651,wikipathways:WP1772,hasGeneId
ncbigene:8771,wikipathways:WP1772,hasGeneId
ncbigene:4671,wikipathways:WP1772,hasGeneId
ncbigene:3655,wikipathways:WP3872,hasGeneId
ncbigene:83596,wikipathways:WP3872,hasGeneId
ncbigene:10017,wikipathways:WP3872,hasGeneId
ncbigene:599,wikipathways:WP3872,hasGeneId
ncbigene:597,wikipathways:WP3872,hasGeneId
ncbigene:23786,wikipathways:WP3872,hasGeneId
ncbigene:5744,wikipathways:WP3872,hasGeneId
ncbigene:666,wikipathways:WP3872,hasGeneId
ncbigene:440603,wikipathways:WP3872,hasGeneId
ncbigene:79370,wikipathways:WP3872,hasGeneId
ncbigene:135458,wikipathways:WP1530,hasGeneId
ncbigene:84126,wikipathways:WP1530,hasGeneId
ncbigene:554213,wikipathways:WP1530,hasGeneId
ncbigene:166979,wikipathways:WP1530,hasGeneId
ncbigene:10912,wikipathways:WP1530,hasGeneId
ncbigene:407975,wikipathways:WP1530,hasGeneId
ncbigene:693123,wikipathways:WP1530,hasGeneId
ncbigene:442902,wikipathways:WP1530,hasGeneId
ncbigene:693122,wikipathways:WP1530,hasGeneId
ncbigene:11011,wikipathways:WP1530,hasGeneId
ncbigene:10733,wikipathways:WP2446,hasGeneId
ncbigene:1633,wikipathways:WP2446,hasGeneId
ncbigene:79027,wikipathways:WP2446,hasGeneId
ncbigene:2189,wikipathways:WP2446,hasGeneId
ncbigene:6596,wikipathways:WP2446,hasGeneId
ncbigene:7272,wikipathways:WP2446,hasGeneId
ncbigene:10592,wikipathways:WP2446,hasGeneId
ncbigene:54443,wikipathways:WP2446,hasGeneId
ncbigene:5877,wikipathways:WP2446,hasGeneId
ncbigene:24137,wikipathways:WP2446,hasGeneId
ncbigene:2281,wikipathways:WP2377,hasGeneId
ncbigene:7031,wikipathways:WP2377,hasGeneId
ncbigene:3375,wikipathways:WP2377,hasGeneId
ncbigene:3732,wikipathways:WP2377,hasGeneId
ncbigene:5273,wikipathways:WP2377,hasGeneId
ncbigene:2972,wikipathways:WP2377,hasGeneId
ncbigene:10811,wikipathways:WP2377,hasGeneId
ncbigene:4485,wikipathways:WP2377,hasGeneId
ncbigene:7486,wikipathways:WP2377,hasGeneId
ncbigene:2287,wikipathways:WP2377,hasGeneId
ncbigene:158,wikipathways:WP404,hasGeneId
ncbigene:5634,wikipathways:WP404,hasGeneId
ncbigene:5428,wikipathways:WP404,hasGeneId
ncbigene:5631,wikipathways:WP404,hasGeneId
ncbigene:5423,wikipathways:WP404,hasGeneId
ncbigene:6303,wikipathways:WP404,hasGeneId
ncbigene:3614,wikipathways:WP404,hasGeneId
ncbigene:4946,wikipathways:WP404,hasGeneId
ncbigene:4831,wikipathways:WP404,hasGeneId
ncbigene:159,wikipathways:WP404,hasGeneId
ncbigene:10733,wikipathways:WP2446,hasGeneId
ncbigene:1633,wikipathways:WP2446,hasGeneId
ncbigene:79027,wikipathways:WP2446,hasGeneId
ncbigene:2189,wikipathways:WP2446,hasGeneId
ncbigene:6596,wikipathways:WP2446,hasGeneId
ncbigene:7272,wikipathways:WP2446,hasGeneId
ncbigene:10592,wikipathways:WP2446,hasGeneId
ncbigene:54443,wikipathways:WP2446,hasGeneId
ncbigene:5877,wikipathways:WP2446,hasGeneId
ncbigene:24137,wikipathways:WP2446,hasGeneId
ncbigene:51733,wikipathways:WP1601,hasGeneId
ncbigene:10864,wikipathways:WP1601,hasGeneId
ncbigene:23583,wikipathways:WP1601,hasGeneId
ncbigene:978,wikipathways:WP1601,hasGeneId
ncbigene:5471,wikipathways:WP1601,hasGeneId
ncbigene:83549,wikipathways:WP1601,hasGeneId
ncbigene:151531,wikipathways:WP1601,hasGeneId
ncbigene:1807,wikipathways:WP1601,hasGeneId
ncbigene:7083,wikipathways:WP1601,hasGeneId
ncbigene:7371,wikipathways:WP1601,hasGeneId
ncbigene:3111,wikipathways:WP2328,hasGeneId
ncbigene:3127,wikipathways:WP2328,hasGeneId
ncbigene:59067,wikipathways:WP2328,hasGeneId
ncbigene:3125,wikipathways:WP2328,hasGeneId
ncbigene:3112,wikipathways:WP2328,hasGeneId
ncbigene:3126,wikipathways:WP2328,hasGeneId
ncbigene:10578,wikipathways:WP2328,hasGeneId
ncbigene:3109,wikipathways:WP2328,hasGeneId
ncbigene:3118,wikipathways:WP2328,hasGeneId
ncbigene:3113,wikipathways:WP2328,hasGeneId
ncbigene:3443,wikipathways:WP75,hasGeneId
ncbigene:3929,wikipathways:WP75,hasGeneId
ncbigene:3452,wikipathways:WP75,hasGeneId
ncbigene:3448,wikipathways:WP75,hasGeneId
ncbigene:3441,wikipathways:WP75,hasGeneId
ncbigene:3447,wikipathways:WP75,hasGeneId
ncbigene:3449,wikipathways:WP75,hasGeneId
ncbigene:3446,wikipathways:WP75,hasGeneId
ncbigene:3451,wikipathways:WP75,hasGeneId
ncbigene:3442,wikipathways:WP75,hasGeneId
ncbigene:168002,wikipathways:WP2877,hasGeneId
ncbigene:373863,wikipathways:WP2877,hasGeneId
ncbigene:29923,wikipathways:WP2877,hasGeneId
ncbigene:200407,wikipathways:WP2877,hasGeneId
ncbigene:112802,wikipathways:WP2877,hasGeneId
ncbigene:126364,wikipathways:WP2877,hasGeneId
ncbigene:1474,wikipathways:WP2877,hasGeneId
ncbigene:23274,wikipathways:WP2877,hasGeneId
ncbigene:55090,wikipathways:WP2877,hasGeneId
ncbigene:353134,wikipathways:WP2877,hasGeneId
ncbigene:2220,wikipathways:WP2806,hasGeneId
ncbigene:2214,wikipathways:WP2806,hasGeneId
ncbigene:3384,wikipathways:WP2806,hasGeneId
ncbigene:325,wikipathways:WP2806,hasGeneId
ncbigene:11326,wikipathways:WP2806,hasGeneId
ncbigene:2286,wikipathways:WP2806,hasGeneId
ncbigene:722,wikipathways:WP2806,hasGeneId
ncbigene:2219,wikipathways:WP2806,hasGeneId
ncbigene:6402,wikipathways:WP2806,hasGeneId
ncbigene:1991,wikipathways:WP2806,hasGeneId
ncbigene:23098,wikipathways:WP1449,hasGeneId
ncbigene:246330,wikipathways:WP1449,hasGeneId
ncbigene:406897,wikipathways:WP1449,hasGeneId
ncbigene:7874,wikipathways:WP1449,hasGeneId
ncbigene:10771,wikipathways:WP1449,hasGeneId
ncbigene:10616,wikipathways:WP1449,hasGeneId
ncbigene:55072,wikipathways:WP1449,hasGeneId
ncbigene:79004,wikipathways:WP1449,hasGeneId
ncbigene:407054,wikipathways:WP1449,hasGeneId
ncbigene:8727,wikipathways:WP1449,hasGeneId
ncbigene:1147,wikipathways:WP288,hasGeneId
ncbigene:958,wikipathways:WP288,hasGeneId
ncbigene:55914,wikipathways:WP288,hasGeneId
ncbigene:374,wikipathways:WP288,hasGeneId
ncbigene:8517,wikipathways:WP288,hasGeneId
ncbigene:6885,wikipathways:WP288,hasGeneId
ncbigene:2048,wikipathways:WP288,hasGeneId
ncbigene:5599,wikipathways:WP288,hasGeneId
ncbigene:5970,wikipathways:WP288,hasGeneId
ncbigene:3551,wikipathways:WP288,hasGeneId
ncbigene:940,wikipathways:WP453,hasGeneId
ncbigene:959,wikipathways:WP453,hasGeneId
ncbigene:3566,wikipathways:WP453,hasGeneId
ncbigene:7059,wikipathways:WP453,hasGeneId
ncbigene:3568,wikipathways:WP453,hasGeneId
ncbigene:3560,wikipathways:WP453,hasGeneId
ncbigene:941,wikipathways:WP453,hasGeneId
ncbigene:3494,wikipathways:WP453,hasGeneId
ncbigene:3493,wikipathways:WP453,hasGeneId
ncbigene:7448,wikipathways:WP453,hasGeneId
ncbigene:5888,wikipathways:WP2516,hasGeneId
ncbigene:993,wikipathways:WP2516,hasGeneId
ncbigene:55367,wikipathways:WP2516,hasGeneId
ncbigene:5883,wikipathways:WP2516,hasGeneId
ncbigene:995,wikipathways:WP2516,hasGeneId
ncbigene:25,wikipathways:WP2516,hasGeneId
ncbigene:7158,wikipathways:WP2516,hasGeneId
ncbigene:891,wikipathways:WP2516,hasGeneId
ncbigene:898,wikipathways:WP2516,hasGeneId
ncbigene:7161,wikipathways:WP2516,hasGeneId
ncbigene:100126317,wikipathways:WP1545,hasGeneId
ncbigene:407018,wikipathways:WP1545,hasGeneId
ncbigene:574456,wikipathways:WP1545,hasGeneId
ncbigene:406892,wikipathways:WP1545,hasGeneId
ncbigene:664617,wikipathways:WP1545,hasGeneId
ncbigene:407050,wikipathways:WP1545,hasGeneId
ncbigene:407048,wikipathways:WP1545,hasGeneId
ncbigene:494336,wikipathways:WP1545,hasGeneId
ncbigene:100126302,wikipathways:WP1545,hasGeneId
ncbigene:442916,wikipathways:WP1545,hasGeneId
ncbigene:3002,wikipathways:WP3657,hasGeneId
ncbigene:2120,wikipathways:WP3657,hasGeneId
ncbigene:1789,wikipathways:WP3657,hasGeneId
ncbigene:2322,wikipathways:WP3657,hasGeneId
ncbigene:1786,wikipathways:WP3657,hasGeneId
ncbigene:6597,wikipathways:WP3657,hasGeneId
ncbigene:7014,wikipathways:WP3657,hasGeneId
ncbigene:2551,wikipathways:WP3657,hasGeneId
ncbigene:7543,wikipathways:WP3657,hasGeneId
ncbigene:2553,wikipathways:WP3657,hasGeneId
ncbigene:4221,wikipathways:WP179,hasGeneId
ncbigene:9700,wikipathways:WP179,hasGeneId
ncbigene:254394,wikipathways:WP179,hasGeneId
ncbigene:219972,wikipathways:WP179,hasGeneId
ncbigene:9184,wikipathways:WP179,hasGeneId
ncbigene:8379,wikipathways:WP179,hasGeneId
ncbigene:140739,wikipathways:WP179,hasGeneId
ncbigene:10459,wikipathways:WP179,hasGeneId
ncbigene:991,wikipathways:WP179,hasGeneId
ncbigene:8555,wikipathways:WP179,hasGeneId
ncbigene:57804,wikipathways:WP186,hasGeneId
ncbigene:5424,wikipathways:WP186,hasGeneId
ncbigene:10714,wikipathways:WP186,hasGeneId
ncbigene:5425,wikipathways:WP186,hasGeneId
ncbigene:4683,wikipathways:WP186,hasGeneId
ncbigene:25788,wikipathways:WP186,hasGeneId
ncbigene:5893,wikipathways:WP186,hasGeneId
ncbigene:675,wikipathways:WP186,hasGeneId
ncbigene:10111,wikipathways:WP186,hasGeneId
ncbigene:4361,wikipathways:WP186,hasGeneId
ncbigene:54206,wikipathways:WP2261,hasGeneId
ncbigene:5287,wikipathways:WP2261,hasGeneId
ncbigene:1031,wikipathways:WP2261,hasGeneId
ncbigene:4303,wikipathways:WP2261,hasGeneId
ncbigene:4194,wikipathways:WP2261,hasGeneId
ncbigene:10253,wikipathways:WP2261,hasGeneId
ncbigene:5288,wikipathways:WP2261,hasGeneId
ncbigene:2956,wikipathways:WP2261,hasGeneId
ncbigene:2065,wikipathways:WP2261,hasGeneId
ncbigene:675,wikipathways:WP2261,hasGeneId
ncbigene:2176,wikipathways:WP3808,hasGeneId
ncbigene:8812,wikipathways:WP3808,hasGeneId
ncbigene:55215,wikipathways:WP3808,hasGeneId
ncbigene:1643,wikipathways:WP3808,hasGeneId
ncbigene:4436,wikipathways:WP3808,hasGeneId
ncbigene:4292,wikipathways:WP3808,hasGeneId
ncbigene:5892,wikipathways:WP3808,hasGeneId
ncbigene:2177,wikipathways:WP3808,hasGeneId
ncbigene:9656,wikipathways:WP3808,hasGeneId
ncbigene:5395,wikipathways:WP3808,hasGeneId
ncbigene:4331,wikipathways:WP45,hasGeneId
ncbigene:1876,wikipathways:WP45,hasGeneId
