drug_concept_id	drug_concept_name	personCount
40233393	Ascorbic Acid 100 MG / Biotin 0.15 MG / Calcium Pantothenate 5 MG / Folic Acid 1 MG / Niacin 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine Mononitrate 1.5 MG / Vitamin B 12 0.006 MG Oral Capsule [Nephrocaps]	267
1125360	Acetaminophen 500 MG Oral Capsule	267
19072205	Acetaminophen 33.3 MG/ML Oral Solution	266
19131640	Cholecalciferol 2000 UNT Oral Capsule	265
19112586	Mirtazapine 7.5 MG Oral Tablet	265
19133750	Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet	265
40221947	Acetaminophen 325 MG / Codeine Phosphate 30 MG Oral Capsule	264
40229192	200 ML Amiodarone hydrochloride 1.8 MG/ML Injection [Nexterone]	263
19075375	Ciprofloxacin 2 MG/ML Injectable Solution	263
19128380	olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa]	260
1304797	0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe [Aranesp]	259
40223932	Miconazole Nitrate 20 MG/ML Topical Cream	259
19078786	Thyroxine 0.1 MG Oral Tablet [Synthroid]	258
40237529	24 HR Divalproex Sodium 500 MG Extended Release Oral Tablet	258
40160991	0.8 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	258
19075302	Cholecalciferol 400 UNT Oral Tablet	258
19044924	zolpidem 5 MG Oral Tablet [Ambien]	258
40222060	Bupropion Hydrochloride 100 MG Oral Tablet	257
19019308	24 HR Nicotine 0.292 MG/HR Transdermal Patch	256
19076899	Epinephrine 1 MG/ML Injectable Solution	256
19080243	rofecoxib 25 MG Oral Tablet	256
40221860	12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Budeprion]	255
19077928	Haloperidol 0.5 MG Oral Tablet	255
1502119	Lorazepam 0.5 MG Oral Tablet	255
961167	Amoxicillin 50 MG/ML Oral Suspension	253
725180	beech pollen extract 10000 UNT/ML Injectable Solution	253
19039383	Hydrocortisone 10 MG Oral Tablet [Cortef]	252
19040768	Misoprostol 0.1 MG Oral Tablet [Cytotec]	252
19019339	Norethindrone 0.35 MG Oral Tablet	252
40169231	120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent]	251
781062	24 HR Guanfacine 2 MG Extended Release Oral Tablet	251
19126352	Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray	250
19135597	Desmopressin Acetate 0.004 MG/ML Injectable Solution	249
19078314	Hydrocortisone 25 MG/ML Rectal Cream	249
40229190	100 ML Amiodarone hydrochloride 1.5 MG/ML Injection [Nexterone]	249
974201	Chlorphenamine 2mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)	249
40223778	Donepezil hydrochloride 5 MG Oral Tablet	248
19074522	Calcium Carbonate 250 MG/ML Oral Suspension	248
1304799	0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe [Aranesp]	248
19127005	Sodium Chloride 0.513 MEQ/ML Inhalant Solution	247
1597773	glimepiride 4 MG Oral Tablet	247
19037482	Sucralfate 1000 MG Oral Tablet [Carafate]	247
40163504	Zolpidem tartrate 6.25 MG Extended Release Oral Tablet	247
1597772	glimepiride 2 MG Oral Tablet	246
1353578	Vitamin B6 50 MG Oral Tablet	246
19006208	lamotrigine 25 MG Oral Tablet [Lamictal]	245
19072325	Aluminum Hydroxide 45 MG/ML / Magnesium Hydroxide 40 MG/ML / Simethicone 5 MG/ML Oral Suspension	244
19129541	pantoprazole 40 MG Oral Granules [Protonix]	243
40223290	Ampicillin 40 MG/ML Injectable Solution	243
961306	Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone]	243
40238017	Valproic Acid 50 MG/ML Oral Solution	242
19009601	Folic Acid 0.4 MG Oral Capsule	242
1344995	Iloprost 0.01 MG/ML Inhalant Solution [Ventavis]	242
40223815	Fexofenadine hydrochloride 180 MG Oral Tablet	241
19073585	Ascorbic Acid 100 MG/ML Oral Solution	240
904598	ammonium lactate 120 MG/ML Topical Cream	239
40182871	Esmolol hydrochloride 10 MG/ML Injectable Solution [Brevibloc]	239
42902666	Fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler	239
19078925	Midazolam 5 MG/ML Injectable Solution	239
19019116	Lovastatin 20 MG Oral Tablet	238
1504672	Methimazole 5 MG Oral Tablet	238
1310347	Cyclophosphamide 20 MG/ML Injectable Solution	238
40168812	Nystatin 100 UNT/MG Topical Ointment	237
43011909	Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule [Aggrenox]	236
1781735	Atovaquone 150 MG/ML Oral Suspension [Mepron]	236
19041503	Acetaminophen 500 MG Oral Tablet [Tylenol]	235
43560606	Miconazole Nitrate 0.02 MG/MG Topical Powder [Zeasorb]	235
19126405	Ranitidine 15 MG/ML Oral Solution	235
19079182	Oxacillin 167 MG/ML Injectable Solution	235
40222688	Hydroxyzine Hydrochloride 50 MG Oral Tablet	235
19071252	travoprost 0.04 MG/ML Ophthalmic Solution	235
1703743	Acyclovir 800 MG Oral Tablet	234
40221874	24 HR Bupropion Hydrochloride 300 MG Extended Release Oral Tablet	233
40165258	Rosuvastatin calcium 40 MG Oral Tablet [Crestor]	233
19019044	Hydrochlorothiazide 50 MG Oral Tablet	233
19032676	Thyroxine 0.15 MG Oral Tablet [Synthroid]	232
19018786	Acyclovir 200 MG Oral Capsule	231
942382	torsemide 10 MG Oral Tablet	231
40163921	24 HR Metformin hydrochloride 1000 MG Extended Release Oral Tablet	229
904549	24 HR Nitroglycerin 0.2 MG/HR Transdermal Patch	229
19006207	lamotrigine 100 MG Oral Tablet [Lamictal]	229
40175390	Pravastatin Sodium 10 MG Oral Tablet	228
1310001	Abnormal breathing or swallowing due to dentofacial dysfunction	228
19112640	Fenofibrate 145 MG Oral Tablet	228
40169230	120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler	228
1112807	Aspirin	227
1734168	Azithromycin 33.3 MG/ML Extended Release Suspension	226
1734107	Azithromycin 250 MG Oral Capsule	226
40184730	Loperamide Hydrochloride 2 MG Oral Tablet	226
1518259	Dexamethasone 1 MG Oral Tablet	226
40162315	Diclofenac Sodium 0.03 MG/MG Topical Gel	225
1836449	Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension	225
19034807	Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol]	225
19034012	Prednisone 5 MG Oral Tablet [Orasone]	225
19019335	Nitroglycerin 0.3 MG Sublingual Tablet	225
40174999	Levothyroxine Sodium 0.125 MG Oral Capsule	225
40162672	Amitriptyline Hydrochloride 10 MG Oral Tablet	225
40222930	midodrine hydrochloride 5 MG Oral Tablet	224
1760097	Amoxicillin 875 MG / clavulanate potassium 125 MG Oral Tablet [Augmentin 875-mg]	224
40221901	Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet	224
19004061	mycophenolate mofetil 250 MG Oral Capsule [Cellcept]	224
1347386	irbesartan 150 MG Oral Tablet [Avapro]	223
40173137	1 ML Hydromorphone Hydrochloride 4 MG/ML Injection	223
19124112	Glucose 50 MG/ML / Sodium Chloride 0.0342 MEQ/ML Injectable Solution	223
40163383	sevelamer hydrochloride 800 MG Oral Tablet	223
40160989	0.6 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	223
19098477	aripiprazole 10 MG Oral Tablet [Abilify]	222
1113102	ARNICA E PL. TOTA 30 - arnica e pl. tota 30 pellet	222
19004694	Risperidone 2 MG Oral Tablet [Risperdal]	221
1154193	montelukast 5 MG Chewable Tablet [Singulair]	221
40058036	fluticasone 0.05 MG/ACTUAT Nasal Spray [Flonase]	221
19125045	sitagliptin 25 MG Oral Tablet	221
19078825	Meclizine 25 MG Oral Tablet	221
1307088	ISOTRIDECYL ISONONANOATE	221
40184187	Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet	220
40222636	Hydroxyzine Hydrochloride 10 MG Oral Tablet	219
19030822	Clindamycin 150 MG/ML Injectable Solution	218
40174291	liothyronine sodium 0.005 MG Oral Tablet	217
40223502	Cilastatin 5 MG/ML / Imipenem 5 MG/ML Injectable Solution [Primaxin]	216
40222694	Hydroxyzine Hydrochloride 50 MG/ML Injectable Solution	216
1539462	Simvastatin 5 MG Oral Tablet	216
19079160	Ondansetron 0.8 MG/ML Oral Solution	215
40241189	Ticagrelor 90 MG Oral Tablet [Brilinta]	214
40222834	Memantine hydrochloride 10 MG Oral Tablet	214
721760	acetaminophen, dextromethorphan hydrobromide, doxylamine succinate 15mg/1 / 325mg/1 / 6.25mg/1 ORAL CAPSULE, LIQUID FILLED [nite-time cold and flu multi-symptom relief]	214
1344910	Carboplatin 10 MG/ML Injectable Solution [Paraplatin]	213
718670	Aspergillus flavus allergenic extract 10000 UNT/ML Injectable Solution	212
1782543	isoniazid 300 MG Oral Tablet	212
19033627	Isosorbide Dinitrate 20 MG Oral Tablet	212
19058193	Granisetron 1 MG/ML Injectable Solution	212
19057064	Aluminum Hydroxide 80 MG/ML / Magnesium Hydroxide 80 MG/ML / Simethicone 8 MG/ML Oral Suspension	212
19019004	Fluconazole 50 MG Oral Tablet	212
40231916	Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet	212
40243494	Carboxymethylcellulose Sodium 5 MG/ML Ophthalmic Solution	211
40166816	24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]	211
1326437	Digoxin 0.05 MG/ML Oral Solution	211
19079293	pioglitazone 30 MG Oral Tablet	211
19123171	pregabalin 50 MG Oral Capsule [Lyrica]	211
19021102	mycophenolate mofetil 250 MG Oral Capsule	211
974200	ACTI/VAC-B1 -M48	211
919427	Gentamicin Sulfate (USP) 1 MG/ML Injectable Solution	210
1506426	Methylprednisolone 4 MG Oral Tablet	209
19102510	Ciprofloxacin 3 MG/ML / Dexamethasone 1 MG/ML Otic Suspension	209
19113528	Water 1000 MG/ML Injectable Solution	209
40163493	Zolpidem tartrate 10 MG Oral Tablet [Ambien]	209
1771170	Cefazolin 225 MG/ML Injectable Solution [Ancef]	209
19006685	Azithromycin 250 MG Oral Capsule [Zithromax]	208
19101573	nebivolol 5 MG Oral Tablet	208
798877	Ampicillin 25 MG/ML Oral Suspension	208
975169	Hydrocortisone 20 MG Oral Tablet	208
19127952	sevelamer carbonate 800 MG Oral Tablet	208
40162359	Diclofenac Sodium 75 MG Delayed Release Oral Tablet	208
40241334	rivaroxaban 10 MG Oral Tablet [Xarelto]	208
19075343	ciclopirox 80 MG/ML Topical Solution	208
1154343	Albuterol	207
19025865	Rifampin 300 MG Oral Capsule [Rifadin]	207
40175404	Pravastatin Sodium 80 MG Oral Tablet	207
40242057	Dibasic potassium phosphate 1.66 MEQ/ML / Monobasic potassium phosphate 1.65 MEQ/ML Injectable Solution	207
19005965	Ondansetron 4 MG Disintegrating Oral Tablet	206
19133621	Diltiazem Hydrochloride 90 MG Oral Tablet	206
40222920	midodrine hydrochloride 10 MG Oral Tablet [Proamatine]	206
19102771	aprepitant 125 MG Oral Capsule [Emend]	205
40165709	Esomeprazole 1.33 MG/ML Oral Suspension [Nexium]	205
1396301	Ascorbic Acid 500 MG / ferrous sulfate 525 MG / Folic Acid 0.8 MG Extended Release Oral Tablet	204
19075605	Clotrimazole 10 MG Oral Lozenge	204
40181424	20 ML amphotericin B liposomal 5 MG/ML Injection	204
19010371	Losartan 50 MG Oral Tablet [Cozaar]	204
19033317	Lidocaine 25 MG/ML / Prilocaine 25 MG/ML Topical Cream [EMLA]	204
19098327	1 ML darbepoetin alfa 0.06 MG/ML Injection [Aranesp]	204
743795	24 HR venlafaxine 37.5 MG Extended Release Oral Capsule [Effexor]	203
19030163	Ciprofloxacin 500 MG Oral Tablet [Cipro]	203
1525216	pioglitazone 15 MG Oral Tablet [Actos]	203
19134083	cyclosporine, modified 25 MG Oral Capsule [Neoral]	203
19102835	Levetiracetam 100 MG/ML Oral Solution [Keppra]	203
40222835	Memantine hydrochloride 10 MG Oral Tablet [Namenda]	202
40175215	Levothyroxine Sodium 0.05 MG Oral Tablet [Levothroid]	201
42708660	Docusate Sodium 50 MG Oral Capsule	201
40169216	120 ACTUAT Fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler	201
19122492	Naproxen 375 MG Delayed Release Oral Tablet	201
19123167	pregabalin 25 MG Oral Capsule [Lyrica]	201
1348267	anastrozole 1 MG Oral Tablet	200
43560451	Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution	200
1322189	clopidogrel 300 MG Oral Tablet	200
1567201	Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Injectable Suspension	200
40160970	0.3 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe	200
40164134	Brimonidine tartrate 1.5 MG/ML Ophthalmic Solution	199
956876	Furosemide 8 MG/ML Oral Solution	198
40167435	buspirone hydrochloride 15 MG Oral Tablet	197
19010522	cyclosporine, modified 100 MG Oral Capsule	197
43011980	heparin sodium, porcine 1 UNT/ML Injectable Solution	197
19102213	aripiprazole 5 MG Oral Tablet	196
19075955	Vitamin B 12 0.1 MG Oral Tablet	196
1334494	Ramipril 10 MG Oral Capsule	196
40169235	120 ACTUAT Fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent]	196
19041252	Acetaminophen 325 MG Rectal Suppository [Acephen]	195
40227595	Acetaminophen 300 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet	195
734396	pregabalin 50 MG Oral Capsule	195
19078781	Levetiracetam 750 MG Oral Tablet	194
40160985	24 HR quetiapine 50 MG Extended Release Oral Tablet	194
19071493	quetiapine 300 MG Oral Tablet [Seroquel]	194
40163384	sevelamer hydrochloride 800 MG Oral Tablet [RenaGel]	194
40228154	dabigatran etexilate 150 MG Oral Capsule	193
19045071	Ergocalciferol 8000 UNT/ML Oral Solution	193
40166814	24 HR Glipizide 10 MG Extended Release Oral Tablet [Glucotrol]	193
19076734	dorzolamide 20 MG/ML Ophthalmic Solution	193
1525221	Actreen Lite Cath catheter male olive Tiemann tip 8Ch 228108E (B.Braun Medical Ltd) 30 catheter	193
19102522	Aspirin 81 MG Delayed Release Oral Capsule	193
19098359	1 ML paricalcitol 0.002 MG/ML Injection [Zemplar]	192
42800035	0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax]	192
1344243	0.3 ML Epinephrine 1 MG/ML Auto-Injector	191
734356	200 ML Ropivacaine hydrochloride 2 MG/ML Injection [Naropin]	190
40221859	12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet	190
40223953	Miconazole Nitrate 20 MG/ML Vaginal Cream	190
40178233	Ampicillin 20 MG/ML / Sulbactam 10 MG/ML Injectable Solution	189
19027805	Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment	189
42707472	4 ML Labetalol hydrochloride 5 MG/ML Cartridge	189
19102734	Escitalopram 5 MG Oral Tablet [Lexapro]	187
1307091	HEPTYL UNDECYLENATE	187
19079154	olanzapine 5 MG Oral Tablet	187
40164130	Brimonidine tartrate 1 MG/ML Ophthalmic Solution	187
19047694	dorzolamide 20 MG/ML / Timolol 5 MG/ML Ophthalmic Solution [Cosopt]	187
40236481	Methylphenidate Hydrochloride 5 MG Oral Tablet	186
19077639	Immunoglobulin G, Human 100 MG/ML Injectable Solution	186
1154380	Albuterol 1 MG/ML Inhalant Solution	186
19042968	Benzocaine 140 MG/ML / butamben 20 MG/ML / Tetracaine 20 MG/ML Topical Spray [Cetacaine]	185
40166362	Methadone Hydrochloride 5 MG Oral Tablet	185
1301154	Benzalkonium Chloride 1.3 MG/ML / Benzocaine 50 MG/ML [Orajel Single Dose Cold Sore]	185
40173815	Chlordiazepoxide Hydrochloride 25 MG Oral Capsule	184
19099839	Benzocaine 200 MG/ML Mucosal Spray	184
40162729	Amitriptyline Hydrochloride 50 MG Oral Tablet	184
1107966	Loratadine 10 MG Oral Capsule	184
19078603	insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension	183
932749	Bumetanide 1 MG Oral Tablet	183
923714	Omeprazole 1.33 MG/ML Oral Suspension	183
1103359	24 HR Tramadol Hydrochloride 200 MG Extended Release Tablet [Ryzolt]	183
19095036	Cefoxitin 40 MG/ML Injectable Solution	182
1192247	Levalbuterol 0.103 MG/ML Inhalant Solution [Xopenex]	182
42901674	Phenytoin 25 MG/ML Oral Suspension	181
1308874	valsartan 40 MG Oral Tablet	181
40162563	Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution	181
19123173	pregabalin 75 MG Oral Capsule [Lyrica]	181
40223893	Miconazole Nitrate 0.02 MG/MG Topical Ointment	181
19076530	dimethicone 15 MG/ML Topical Cream	181
722069	Bethanechol Chloride 5 MG Oral Tablet [Urecholine]	181
19010126	docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule [Sea-Omega]	180
1154030	72 HR Fentanyl 0.075 MG/HR Transdermal Patch	179
1136687	benzonatate 200 MG Oral Capsule	179
19102504	Levetiracetam 100 MG/ML Oral Solution	179
19131348	Cholecalciferol 2000 UNT Oral Tablet	179
40243436	1 ML Atropine Sulfate 1 MG/ML Injection	179
42707286	Phenylephrine Hydrochloride 10 MG/ML Injectable Solution	179
40222677	Hydroxyzine Hydrochloride 25 MG/ML Injectable Solution	178
19073732	Atovaquone 150 MG/ML Oral Suspension	178
19074978	Ceftriaxone 40 MG/ML Injectable Solution	177
43011896	3 ML heparin sodium, porcine 100 UNT/ML Prefilled Syringe	177
1309800	Arundo pliniana root extract	177
19075843	COLLAGENASE 0.25 UNT/MG Topical Ointment	177
40169944	Morphine Sulfate 2 MG/ML Oral Solution	177
40163948	24 HR carvedilol phosphate 10 MG Extended Release Oral Capsule	177
1525220	Dead on arrival at hospital	177
904492	Acyclovir 800 MG Oral Tablet	176
975168	Hydrocortisone 10 MG Oral Tablet	176
941478	terconazole 8 MG/ML Vaginal Cream	176
1703691	Acyclovir 400 MG Oral Tablet	176
715295	duloxetine 20 MG Delayed Release Oral Capsule [Cymbalta]	176
19102518	Daptomycin 500 MG Injection	176
19121195	72 HR Fentanyl 0.012 MG/HR Transdermal Patch	176
1525217	pioglitazone 30 MG Oral Tablet [Actos]	176
40173999	Sotalol Hydrochloride 80 MG Oral Tablet [Sorine]	175
19112671	pregabalin 75 MG Oral Capsule	175
19009551	Rabbit anti-human T-lymphocyte globulin 5 MG/ML Injectable Solution	175
715962	Escitalopram 5 MG Oral Tablet	175
19039286	Hydrocortisone 5 MG Oral Tablet [Cortef]	175
904996	ammonium lactate 120 MG/ML Topical Lotion [Lac-Hydrin]	174
1378385	Paclitaxel 6 MG/ML Injectable Solution	174
19031829	Losartan 25 MG Oral Tablet [Cozaar]	174
1513105	Raloxifene 60 MG Oral Tablet	173
1036233	Sucralfate 1000 MG Oral Tablet	173
19074697	Carbamazepine 200 MG Oral Tablet	173
19005929	Metoclopramide 1 MG/ML Oral Solution	173
1363058	Doxazosin 2 MG Oral Tablet	173
40167443	buspirone hydrochloride 5 MG Oral Tablet	172
40241333	rivaroxaban 10 MG Oral Tablet	172
19074220	bimatoprost 0.3 MG/ML Ophthalmic Solution	171
989485	Dutasteride 0.5 MG Oral Capsule	171
911065	Temazepam 15 MG Oral Capsule	171
19044757	0.5 ML Vitamin K 1 2 MG/ML Injection	171
40224805	1 ML medroxyprogesterone acetate 150 MG/ML Injection	170
963359	Glycopyrrolate 0.2 MG/ML Injectable Solution	170
1329477	Dinoprostone 10 MG Drug Implant [Cervidil]	170
19029092	Adenosine 3 MG/ML Injectable Solution	170
40231806	12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet	169
19010551	Cyclosporine 0.5 MG/ML Ophthalmic Suspension	169
1554073	Propylthiouracil 50 MG Oral Tablet	169
1750562	Clarithromycin 500 MG Oral Tablet	169
742304	Fenoldopam 10 MG/ML Injectable Solution [Corlopam]	168
40171884	Verapamil hydrochloride 240 MG Extended Release Oral Tablet	168
19011786	Metronidazole 0.0075 MG/MG Vaginal Gel	168
40168884	benztropine mesylate 0.5 MG Oral Tablet	168
1315944	docetaxel 40 MG/ML Injectable Solution	167
42800173	hydrocortisone acetate 25 MG Rectal Suppository	167
19039961	dexlansoprazole 60 MG Delayed Release Oral Capsule	167
19029479	Fluoxetine 10 MG Oral Capsule [Prozac]	166
19095939	Calcium Carbonate 1250 MG Oral Tablet [OsCal 500]	166
19030536	Clarithromycin 500 MG Oral Tablet [Biaxin]	166
1154660	200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler	166
1301168	1 ML Epoetin Alfa 40000 UNT/ML Injection [Procrit]	165
1396016	ferrous gluconate 325 MG Oral Tablet	165
40164972	Megestrol Acetate 40 MG/ML Oral Suspension	165
19011853	Ascorbic Acid 1000 MG Oral Tablet	165
792000	Accidentally cut or pierced by machinery	164
1363057	Doxazosin 1 MG Oral Tablet	164
19125519	Estrogens, Conjugated (USP) 0.625 MG/ML Vaginal Cream	164
40163342	Propranolol Hydrochloride 40 MG Oral Tablet	164
19125353	1.3 ML aripiprazole 7.5 MG/ML Injection [Abilify]	164
40166002	Glyburide 5 MG / Metformin hydrochloride 500 MG Oral Tablet	163
40184184	Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet	163
19047552	dolasetron mesylate 20 MG/ML Injectable Solution [Anzemet]	162
1502116	Lorazepam 0.5 MG Oral Tablet	162
974199	Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet	162
40227019	Lidocaine Hydrochloride 10 MG/ML Injectable Solution [Xylocaine]	162
19019301	Niacin 500 MG Oral Tablet	162
19019236	Nadolol 20 MG Oral Tablet	162
743752	venlafaxine 75 MG Oral Tablet	161
19037481	Sucralfate 100 MG/ML Oral Suspension [Carafate]	161
19034327	Prednisone 50 MG Oral Tablet [Deltasone]	161
1037007	Bricklayer and concreter - Royal Engineers	161
40163818	rifaximin 550 MG Oral Tablet [XIFAXAN]	161
19044710	Cisatracurium 2 MG/ML Injectable Solution [Nimbex]	160
19007332	Methotrexate 2.5 MG Oral Tablet	160
40180873	Terbinafine hydrochloride 10 MG/ML Topical Cream	159
1518293	Dexamethasone 6 MG Oral Tablet	159
1363059	Doxazosin 4 MG Oral Tablet	159
40177143	0.2 ML Dalteparin Sodium 25000 UNT/ML Prefilled Syringe [Fragmin]	159
722070	Bethanechol Chloride 10 MG Oral Tablet [Urecholine]	159
19123095	Immunoglobulin G, Human 100 MG/ML Injectable Solution [Gammagard]	159
19011852	Ascorbic Acid 500 MG Oral Capsule	158
40169988	Morphine Sulfate 30 MG Extended Release Oral Tablet	158
987273	American basswood pollen extract 100 MG/ML Injectable Solution	158
40165389	Vecuronium Bromide 1 MG/ML Injectable Solution	158
1304646	1 ML darbepoetin alfa 0.06 MG/ML Injection	157
19131831	EGG YOLK PHOSPHOLIPIDS 12 MG/ML / Glycerin 22.5 MG/ML / Soybean Oil 200 MG/ML Injectable Suspension [Intralipid]	157
752129	Prochlorperazine 25 MG Rectal Suppository [Compro]	157
19038462	basiliximab 4 MG/ML Injectable Solution	157
40165262	Rosuvastatin calcium 5 MG Oral Tablet [Crestor]	156
19030686	Epoetin Alfa 10000 UNT/ML Injectable Solution [Epogen]	156
19059326	Glucose 100 MG/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution	156
40167431	buspirone hydrochloride 10 MG Oral Tablet	156
766842	quetiapine 200 MG Oral Tablet	155
40223153	168 HR Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1]	155
19035045	Metoclopramide 10 MG Oral Tablet [Reglan]	155
752205	BENZOYL PEROXIDE 50 mg/g GEL [BENZOYL PEROXIDE]	155
40174970	Levothyroxine Sodium 0.112 MG Oral Capsule	154
40175048	Levothyroxine Sodium 0.15 MG Oral Capsule	154
1742257	Levofloxacin 250 MG Oral Tablet [Levaquin]	154
42898767	Calcium Carbonate 1500 MG / Cholecalciferol 800 UNT Oral Tablet	154
19079498	sildenafil 50 MG Oral Tablet	154
40238008	O/E - BP reading normal	154
19038547	Sumatriptan 25 MG Oral Tablet [Imitrex]	153
1118087	celecoxib 100 MG Oral Capsule [Celebrex]	153
42903191	Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler	153
40227543	Diphenhydramine Hydrochloride 50 MG Oral Capsule	153
19057569	Vancomycin 50 MG/ML Oral Solution	153
1718059	Caspofungin acetate 50 MG Injection	153
1797275	Cilastatin 5 MG/ML / Imipenem 5 MG/ML Injectable Solution	153
40166135	24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet	152
19069199	lamotrigine 25 MG Oral Tablet	152
1334492	Ramipril 5 MG Oral Tablet	152
19010433	lamotrigine 200 MG Oral Tablet [Lamictal]	152
19028123	Petrolatum 1 MG/MG Topical Ointment	151
19129540	pantoprazole 40 MG Oral Granules	151
40229229	Atropine Sulfate 0.0194 MG / Hyoscyamine Sulfate 0.1037 MG / Phenobarbital 16.2 MG / Scopolamine Hydrobromide 0.0065 MG Oral Tablet	150
19079626	Sodium polystyrene sulfonate 250 MG/ML Oral Suspension	150
40163817	rifaximin 550 MG Oral Tablet	150
19057996	50 ML Oxacillin 40 MG/ML Injection	150
19096595	Budesonide 0.125 MG/ML Inhalant Solution	150
40244449	rivaroxaban 20 MG Oral Tablet [Xarelto]	150
1113072	200 ACTUAT Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler	150
967012	{6 (Ascorbic Acid 100 MG / Biotin 0.3 MG / Calcium Carbonate 100 MG / Calcium Pantothenate 7 MG / Folic Acid 1 MG / Niacin 25 MG / Pyridoxine Hydrochloride 30 MG / Riboflavin 5 MG / Succinic Acid 150 MG / Thiamine hydrochloride 5 MG / Vitamin B 12 0.01 MG	149
40223260	Ampicillin 10 MG/ML Injectable Solution	149
40174494	risedronate sodium 35 MG Oral Tablet	149
40225935	Bupivacaine Hydrochloride 1.25 MG/ML / Fentanyl 0.002 MG/ML Injectable Solution	149
19002273	Hydrocortisone 0.025 MG/MG Topical Ointment	148
19036771	quinapril 20 MG Oral Tablet [Accupril]	148
40162452	24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule [Detrol]	148
902429	CAREONE LUBRICANT - polyethylene glycol, propylene glycol solution, gel forming / drops	148
19074932	cefpodoxime 100 MG Oral Tablet	148
40166468	Racepinephrine 22.5 MG/ML Inhalant Solution [S-2]	148
40174905	Levothyroxine Sodium 0.088 MG Oral Capsule	148
42799685	250 ML Dopamine Hydrochloride 3.2 MG/ML Injection	148
19071491	ferric oxide, saccharated 20 MG/ML Injectable Solution [Venofer]	148
1314275	rituximab 10 MG/ML Injectable Solution	148
948637	Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML Ophthalmic Solution	148
19008700	Ketoconazole 20 MG/ML Medicated Shampoo	147
19098328	1 ML darbepoetin alfa 0.1 MG/ML Injection [Aranesp]	147
40166825	24 HR metoprolol succinate 100 MG Extended Release Oral Tablet [Toprol]	146
907121	Betamethasone 0.284 MG/ML / Gentamicin Sulfate (USP) 0.57 MG/ML Topical Spray [GentaVed]	146
19078784	Thyroxine 0.112 MG Oral Tablet	146
19133562	24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule	145
42708748	Docusate Sodium 40 MG / Ferrous fumarate 150 MG Extended Release Oral Tablet	145
