drug_concept_id,personCnt,concept_name
40163474,6,Trazodone Hydrochloride 50 MG Oral Tablet [Desyrel]
40164141,6,Brimonidine tartrate 2 MG/ML Ophthalmic Solution
40223438,6,Cefuroxime 225 MG/ML Injectable Suspension [Kefurox]
40228203,6,cetirizine hydrochloride 1 MG/ML Oral Solution
19125051,6,sitagliptin 50 MG Oral Tablet [Januvia]
19127259,6,Oseltamivir 30 MG Oral Capsule
19068246,6,Fentanyl 0.2 MG Oral Lozenge [Actiq]
1707751,6,Vancomycin 250 MG Oral Capsule
1754994,6,Fluconazole
800921,6,Clozapine 50 MG Oral Tablet
40171510,6,24 HR Verapamil hydrochloride 240 MG Extended Release Oral Capsule
40166692,6,valganciclovir 50 MG/ML Oral Solution [Valcyte]
967566,6,loteprednol etabonate 5 MG/ML Ophthalmic Suspension
19124311,6,varenicline 1 MG Oral Tablet [Chantix]
19036446,6,Hexachlorophene 30 MG/ML Medicated Liquid Soap [Phisohex]
749932,5,Carisoprodol 350 MG Oral Tablet
1115066,5,Naproxen 25 MG/ML Oral Suspension
1301169,5,1 ML Epoetin Alfa 2000 UNT/ML Injection
40163878,5,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa]
1551983,5,Fenofibrate 48 MG Oral Tablet [Tricor]
1346823,5,carvedilol
950137,5,ciclopirox 0.0077 MG/MG Topical Gel
19079436,5,quinapril 5 MG Oral Tablet
40224265,5,Calcium Citrate 1190 MG / Vitamin D 200 UNT Oral Tablet
40235212,5,Dextromethorphan Hydrobromide 15 MG Oral Capsule
40165015,5,Meperidine Hydrochloride 50 MG Oral Tablet
40237822,5,Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet
1728608,5,4 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe [Bicillin L-A]
1513877,5,"Insulin Lispro 25 UNT/ML / Insulin, Protamine Lispro, Human 75 UNT/ML Injectable Suspension"
1704190,5,Lamivudine 100 MG Oral Tablet [Epivir HBV]
19102477,5,Calcium Carbonate 500 MG / Simethicone 125 MG Chewable Tablet
19068056,5,MAGNESIUM GLUCONATE 500 MG Oral Tablet
1595812,5,Ferrous fumarate 325 MG Oral Tablet
1237231,5,Theophylline 300 MG Extended Release Oral Tablet
43011929,5,Mexiletine Hydrochloride 150 MG Oral Capsule
40182875,5,100 ML Esmolol hydrochloride 20 MG/ML Injection [Brevibloc]
19127976,5,{6 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.05 MG Oral Tablet) / 10 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.125 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.04 MG / Levonorgestrel 0.075 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pac
1140648,5,Sumatriptan 5 MG/ACTUAT Nasal Spray
797440,5,gabapentin 400 MG Oral Tablet
40163945,5,0.4 ML Fondaparinux sodium 12.5 MG/ML Prefilled Syringe [Arixtra]
40165574,5,epinastine hydrochloride 0.5 MG/ML Ophthalmic Solution
42707567,5,Phenylephrine Hydrochloride 5 MG/ML Nasal Spray [Neo-Synephrine]
1388799,5,Leucovorin 25 MG Oral Tablet
1708904,5,Minocycline 50 MG Oral Capsule
19035327,5,Minocycline 100 MG Oral Tablet
19038853,5,thyroid (USP) 30 MG Oral Tablet [Armour Thyroid]
19030765,5,1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen]
19073181,5,Amoxicillin 125 MG Chewable Tablet
19073831,5,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 10 UNT/MG Ophthalmic Ointment
19071717,5,Didanosine 250 MG Delayed Release Oral Capsule [Videx EC]
19098325,5,1 ML darbepoetin alfa 0.025 MG/ML Injection [Aranesp]
19038461,5,basiliximab 4 MG/ML Injectable Solution [Simulect]
1388800,5,Leucovorin 5 MG Oral Tablet
991878,5,Loperamide 2 MG Oral Capsule
19133083,5,24 HR mesalamine 375 MG Extended Release Oral Capsule
19076442,5,Didanosine 100 MG Chewable Tablet
19074272,5,bismuth subsalicylate 17.5 MG/ML Oral Suspension
19074721,5,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet
1786660,5,Cephalexin 50 MG/ML Oral Suspension [Keflex]
1337145,5,12 HR ranolazine 1000 MG Extended Release Oral Tablet
1189760,5,rofecoxib 12.5 MG Oral Tablet
19014903,5,Azathioprine 100 MG Injection
42902703,5,Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler
43011810,5,"heparin sodium, porcine 10 UNT/ML Injectable Solution [Hep-Lock]"
40172144,5,dexmethylphenidate hydrochloride 10 MG Extended Release Oral Capsule
19126600,5,Risperidone 50 MG Injection [Risperdal]
19019898,5,Triamcinolone 5 MG/ML Topical Cream
19021852,5,clobazam 10 MG Oral Tablet
19077740,5,Griseofulvin 500 MG Oral Tablet
19049378,5,Potassium Chloride 2.67 MEQ/ML Oral Solution
19066475,5,1 ML Carboprost 0.25 MG/ML Injection [Hemabate]
720731,5,zaleplon 5 MG Oral Capsule
40232252,5,Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution
40222862,5,Memantine hydrochloride 5 MG Oral Tablet
19034647,5,Methylprednisolone 16 MG Oral Tablet [Medrol]
19006469,5,Cefadroxil 100 MG/ML Oral Suspension
913785,5,tolterodine 2 MG Oral Tablet [Detrol]
902806,5,Tobramycin 60 MG/ML Inhalant Solution
904895,5,Lactic acid 100 MG/ML Topical Lotion
1309237,5,2 ML Adenosine 3 MG/ML Prefilled Syringe [Adenocard]
982109,5,Saccharomyces boulardii 250 MG Oral Powder [Florastor]
932750,5,Bumetanide 2 MG Oral Tablet
742596,5,Chloral Hydrate 500 MG Oral Capsule
711644,5,24 HR Levetiracetam 750 MG Extended Release Oral Tablet
1151884,5,Etanercept 50 MG/ML Injectable Solution
1742434,5,tigecycline 50 MG Injection
19137331,5,Thiamine 250 MG Oral Tablet
43525735,5,Cefixime 400 MG Oral Capsule [Suprax]
19023425,5,repaglinide 0.5 MG Oral Tablet
1154654,5,Albuterol 0.4 MG/ML Oral Solution
1548197,5,Estradiol 0.5 MG Oral Tablet
40223821,5,Fexofenadine hydrochloride 30 MG Oral Tablet
40225993,5,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip
40173971,5,Sotalol Hydrochloride 120 MG Oral Tablet
40241188,5,Ticagrelor 90 MG Oral Tablet
43012797,5,Lidocaine 50 MG/ML Rectal Cream
19135276,5,3 ML Insulin Glargine 100 UNT/ML Pen Injector
19122215,5,Erythromycin 250 MG Oral Tablet
19018874,5,Cimetidine 300 MG Oral Tablet
725131,5,Mirtazapine
930945,5,Atropine 0.025 MG / Diphenoxylate 2.5 MG Oral Tablet
40170053,5,Morphine Sulfate 60 MG Extended Release Oral Capsule
40174999,5,Levothyroxine Sodium 0.125 MG Oral Capsule
40238239,5,Divalproex Sodium 125 MG Delayed Release Oral Capsule [Depakote]
19012705,5,Water 1000 MG/ML Irrigation Solution
19074845,5,Cefadroxil 1000 MG Oral Tablet
19074875,5,cefepime 280 MG/ML Injectable Solution
40163784,5,tolterodine tartrate 1 MG Oral Tablet [Detrol]
40229062,5,Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution
19074722,5,Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet
742267,5,topiramate
1586345,5,"insulin pork, isophane 70 UNT/ML / Insulin, Regular, Pork 30 UNT/ML Injectable Suspension"
1367500,5,Losartan
19019590,5,Phenobarbital 60 MG Oral Tablet
40232701,5,Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicodone]
19130201,5,Cefazolin 100 MG/ML Injectable Solution
40165599,5,fluphenazine decanoate 25 MG/ML Injectable Solution
40169036,5,Estradiol 0.01 MG Vaginal Tablet
1316263,5,sildenafil 25 MG Oral Tablet [Viagra]
19035656,5,Permethrin 50 MG/ML Topical Cream [Elimite]
40175215,5,Levothyroxine Sodium 0.05 MG Oral Tablet [Levothroid]
40182265,5,methenamine hippurate 1000 MG Oral Tablet
40243835,5,Fluocinolone Acetonide 0.00025 MG/MG Topical Ointment
42708623,5,lansoprazole 3 MG/ML Oral Suspension
1341927,5,Enalapril
994341,5,Meclizine
19099674,5,Sirolimus 2 MG Oral Tablet
19074523,5,Calcium Carbonate 1000 MG Chewable Tablet
19043771,5,Nystatin 100000 UNT/ML Oral Suspension [Nilstat]
1552350,5,Progesterone 200 MG Oral Capsule
975193,5,Hydrocortisone 5 MG Oral Tablet
19077308,5,ferrous sulfate 160 MG Extended Release Oral Tablet
19123704,5,L-METHYLFOLATE 7.5 MG Oral Tablet
19135569,5,Naproxen sodium 500 MG / Sumatriptan 85 MG Oral Tablet
19133404,5,1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert]
40166133,5,24 HR Oxybutynin chloride 15 MG Extended Release Oral Tablet
1328165,5,Diltiazem
1125320,5,Acetaminophen 325 MG / butalbital 50 MG Oral Tablet
19113977,5,Nelfinavir 625 MG Oral Tablet [Viracept]
19102770,5,aprepitant 80 MG Oral Capsule [Emend]
19019860,5,Tretinoin 1 MG/ML Topical Cream
40231142,5,Hyoscyamine Sulfate 0.125 MG Disintegrating Oral Tablet
40162453,5,24 HR trospium chloride 60 MG Extended Release Oral Capsule
1753747,5,Albendazole 200 MG Oral Tablet
1545958,5,atorvastatin
19074280,5,Bleomycin 15 UNT/ML Injectable Solution
725177,5,Mirtazapine 45 MG Disintegrating Oral Tablet
974226,5,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet
1304648,5,darbepoetin alfa 0.2 MG/ML Injectable Solution
998014,5,Clindamycin 10 MG/ML Medicated Pad
1502119,5,Thyroxine 0.1 MG Oral Tablet
19036773,5,quinapril 40 MG Oral Tablet [Accupril]
19074243,5,Biotin 0.3 MG Oral Tablet
19074586,5,Calcium Carbonate 750 MG Chewable Tablet
40162308,5,Diclofenac Potassium 50 MG Oral Tablet [Cataflam]
19080257,5,Milnacipran hydrochloride 25 MG Oral Tablet
19102217,5,Estradiol 0.00208 MG/HR Topical Lotion
42800772,5,Flurazepam Hydrochloride 30 MG Oral Capsule
43011809,5,"heparin sodium, porcine 10 UNT/ML Injectable Solution"
40238005,5,Valproic Acid 250 MG Delayed Release Oral Capsule
19076243,5,Dextromethorphan 3 MG/ML / Guaifenesin 20 MG/ML Oral Solution
19074220,5,bimatoprost 0.3 MG/ML Ophthalmic Solution
1353575,5,Folic Acid 2.2 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG Oral Tablet
40234391,5,Diphenhydramine Hydrochloride 20 MG/ML / Zinc Acetate 1 MG/ML Topical Cream
19078632,5,"Insulin, Regular, Pork 100 UNT/ML Injectable Solution"
1713671,5,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet
1714303,5,voriconazole 50 MG Oral Tablet [Vfend]
19039819,5,venlafaxine 37.5 MG Oral Tablet [Effexor]
19073526,5,argatroban 100 MG/ML Injectable Solution
713831,5,ropinirole 0.25 MG Oral Tablet
43525720,5,Lidocaine Hydrochloride 0.03 MG/MG Topical Gel
19096740,5,Olmesartan medoxomil 20 MG Oral Tablet
19096758,5,desloratadine 5 MG Oral Tablet
19096336,5,Milrinone 1 MG/ML Injectable Solution
40223511,5,Ciprofloxacin 10 MG/ML Injectable Solution
1713332,5,Amoxicillin
1436683,5,Tamoxifen 20 MG Oral Tablet
1150345,5,meloxicam
968667,5,mesalamine 800 MG Delayed Release Oral Tablet
19035661,5,Calcitriol 0.001 MG/ML Oral Solution
19060647,5,Budesonide 0.2 MG/ACTUAT Inhalant Powder
40176348,5,Dalteparin Sodium 25000 UNT/ML Injectable Solution
40163076,5,Clomipramine Hydrochloride 75 MG Oral Capsule
40241047,5,Oseltamivir 6 MG/ML Oral Suspension [Tamiflu]
19125424,5,Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension
40160997,5,1 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe
1305122,5,Methotrexate 1000 MG Injection
711587,5,Levetiracetam 750 MG Oral Tablet [Keppra]
1501498,5,thyroid (USP) 90 MG Oral Tablet
19075392,5,Cisplatin 1 MG/ML Injectable Solution
19077245,5,Fenofibrate 200 MG Oral Capsule
967013,5,Simethicone 125 MG Oral Tablet
778299,5,Imipramine Hydrochloride 50 MG Oral Tablet
19126598,5,Risperidone 37.5 MG Injection [Risperdal]
40221974,5,Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet
42902807,5,Fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler
42708114,5,Tenofovir disoproxil fumarate 150 MG Oral Tablet
43013031,5,apixaban 5 MG Oral Tablet [Eliquis]
19123163,5,pregabalin 200 MG Oral Capsule [Lyrica]
19102557,5,Nelfinavir 625 MG Oral Tablet
40173866,5,Sirolimus 0.5 MG Oral Tablet [Rapamune]
19129683,5,24 HR Desvenlafaxine 50 MG Extended Release Oral Tablet [Pristiq]
1768932,5,Cefaclor 187 MG Chewable Tablet
19019851,5,Tamoxifen 10 MG Oral Tablet
1236607,5,Sulindac
1549104,5,"Estrogens, Conjugated (USP) 1.25 MG Oral Tablet"
975168,5,Hydrocortisone 10 MG Oral Tablet
903963,5,Triamcinolone
528299,5,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meni
19074334,5,brinzolamide 10 MG/ML Ophthalmic Suspension
40173590,5,Alendronic acid 10 MG Oral Tablet
40173888,5,Pyridostigmine Bromide 60 MG Oral Tablet
40163760,5,Fosinopril Sodium 20 MG Oral Tablet
43526401,5,doxylamine succinate 10 MG / Pyridoxine Hydrochloride 10 MG Delayed Release Oral Tablet
19133700,5,{21 (Desogestrel 0.15 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 5 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Azurette 28 Day]
1796454,5,Cefixime 40 MG/ML Oral Suspension
998000,5,Clindamycin 15 MG/ML Oral Solution [Cleocin]
19075391,5,Ciprofloxacin 100 MG/ML Oral Suspension
975170,5,Hydrocortisone 20 MG/ML Topical Lotion
42707404,5,Furosemide 1 MG/ML Injectable Solution
19134036,5,Petrolatum 0.42 MG/MG Topical Ointment
19107392,5,cinacalcet 30 MG Oral Tablet
1796475,5,cefdinir 50 MG/ML Oral Suspension
19044709,5,20 ML Cisatracurium 10 MG/ML Injection [Nimbex]
1551839,5,Fenofibrate 54 MG Oral Tablet
942767,5,TRIETHANOLAMINE POLYPEPTIDE OLEATE CONDENSATE 100 MG/ML Otic Solution
40170315,5,Vincristine Sulfate 1 MG/ML Injectable Solution [Oncovin]
42873673,5,12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet
1724919,5,Didanosine 250 MG Delayed Release Oral Capsule
735979,5,Risperidone
19019411,5,Norfloxacin 400 MG Oral Tablet
19036242,5,Prochlorperazine 5 MG Oral Tablet [Compazine]
1844544,5,NULL
19003854,5,Ramipril 2.5 MG Oral Capsule [Altace]
19008265,5,Vinblastine 1 MG/ML Injectable Solution
976282,5,hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam-HC]
40173602,5,Alendronic acid 5 MG Oral Tablet
40241983,5,emtricitabine 200 MG / Rilpivirine 25 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Complera]
40167992,5,Cholecalciferol 1000 UNT Chewable Tablet
19036471,5,24 HR Nifedipine 90 MG Extended Release Oral Tablet [Procardia]
19058104,5,Ketoconazole 10 MG/ML Medicated Shampoo
19078721,5,Ipratropium 0.018 MG/ACTUAT Inhalant Solution
40166641,5,Fluphenazine Hydrochloride 1 MG Oral Tablet
40222061,5,Bupropion Hydrochloride 100 MG Oral Tablet [Wellbutrin]
40223112,5,Codeine sulfate 30 MG Oral Tablet
1103353,5,24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet
40166165,5,Atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet
19072207,5,Acetaminophen 500 MG / Caffeine 65 MG Oral Tablet
1841520,5,NULL
1363775,5,Fosinopril 10 MG Oral Tablet
40229845,5,Piperacillin 80 MG/ML / tazobactam 10 MG/ML Injectable Solution
40173889,5,Pyridostigmine Bromide 60 MG Oral Tablet [Mestinon]
19033607,5,Etoposide 20 MG/ML Injectable Solution [Vepesid]
19059325,5,1000 ML Glucose 100 MG/ML / Sodium Chloride 4.5 MG/ML Injection
1787125,4,maraviroc 300 MG Oral Tablet
1748953,4,Ritonavir 80 MG/ML Oral Solution [Norvir]
956874,4,Furosemide
551855,4,"Immunoglobulin G, Human 50 MG/ML Injectable Solution [Gamimune N]"
715939,4,Escitalopram
40163947,4,0.5 ML Fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra]
19092935,4,Magnesium Chloride 535 MG Delayed Release Oral Tablet
1703608,4,famciclovir 250 MG Oral Tablet
935418,4,Benzocaine 50 MG/ML / resorcinol 20 MG/ML Vaginal Cream
19023525,4,paricalcitol 0.005 MG/ML Injectable Solution
19078524,4,infliximab 100 MG Injection
40162522,4,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet
40169960,4,Morphine Sulfate 20 MG/ML Oral Solution
42800685,4,Dextromethorphan Hydrobromide 10 MG / Guaifenesin 100 MG Oral Tablet
19076660,4,Dobutamine 4 MG/ML Injectable Solution
19035048,4,meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML Injectable Solution [Menomune A/C/Y/W-135
919436,4,Amylases 66400 UNT / Endopeptidases 75000 UNT / Lipase 20000 UNT Delayed Release Oral Capsule
789612,4,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
40165169,4,Pramipexole dihydrochloride 0.5 MG Oral Tablet
43532950,4,Lurasidone Hydrochloride 60 MG Oral Tablet [Latuda]
42707286,4,Phenylephrine Hydrochloride 10 MG/ML Injectable Solution
40225935,4,Bupivacaine Hydrochloride 1.25 MG/ML / Fentanyl 0.002 MG/ML Injectable Solution
19076956,4,Erythromycin 0.02 MG/MG Topical Gel
1711525,4,Indinavir 400 MG Oral Capsule [Crixivan]
968464,4,mesalamine 66.7 MG/ML Enema
1592142,4,24 HR Lovastatin 40 MG Extended Release Oral Tablet
1863016,4,NULL
40163576,4,alclometasone dipropionate 0.5 MG/ML Topical Cream
1548368,4,84 HR Estradiol 0.00208 MG/HR Transdermal Patch
1112921,4,Ipratropium
19011573,4,Buspirone 10 MG Oral Tablet [BuSpar]
19074063,4,Benzocaine 200 MG/ML Mucous Membrane Topical Solution
19076050,4,Dacarbazine 10 MG/ML Injectable Solution
1308847,4,valsartan 160 MG Oral Capsule
1309801,4,eplerenone 50 MG Oral Tablet
1517987,4,Niacin 250 MG Extended Release Oral Tablet
19040532,4,Warfarin 10 MG Oral Tablet [Coumadin]
40179707,4,Chlorpromazine hydrochloride 75 MG Extended Release Oral Capsule
40221769,4,Codeine Phosphate 2 MG/ML / Guaifenesin 60 MG/ML Oral Solution
40165410,4,Vitamin B 12 0.5 MG/ACTUAT Nasal Spray
40237313,4,Omega-3 Acid Ethyl Esters (USP) 500 MG Oral Capsule
40174309,4,liothyronine sodium 0.025 MG Oral Tablet
19124246,4,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet
968205,4,Sodium Chloride 0.154 MEQ/ML Irrigation Solution
1304795,4,0.6 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe [Aranesp]
1154081,4,rizatriptan 5 MG Disintegrating Oral Tablet
1362392,4,24 HR Nitroglycerin 0.4 MG/HR Transdermal Patch
19029476,4,Dornase Alfa 1 MG/ML Inhalant Solution [Pulmozyme]
19004165,4,salmeterol 0.021 MG/ACTUAT Inhalant Solution [Serevent]
40166627,4,Erythromycin Ethylsuccinate 40 MG/ML Oral Suspension [E.E.S.]
40243203,4,120 ACTUAT Albuterol 0.1 MG/ACTUAT / Ipratropium Bromide 0.02 MG/ACTUAT Metered Dose Inhaler [Combivent]
40167261,4,POLYETHYLENE GLYCOL 3350 142 MG/ML Oral Solution [Miralax]
1036908,4,Tetracaine 5 MG/ML Ophthalmic Solution
1786745,4,Cephalexin 750 MG Oral Capsule
923979,4,Hyoscyamine 0.125 MG Sublingual Tablet [Levsin]
19102163,4,Risperidone 2 MG Disintegrating Oral Tablet
19022430,4,Capsaicin 0.00025 MG/MG Topical Gel
40237457,4,Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution
40163630,4,levocetirizine dihydrochloride 5 MG Oral Tablet
40164855,4,Ketorolac Tromethamine 4 MG/ML Ophthalmic Solution
19104641,4,Vancomycin 3 MG/ML Injectable Solution
19024330,4,Haloperidol 10 MG Oral Tablet [Haldol]
720729,4,zaleplon 10 MG Oral Capsule [Sonata]
722031,4,Paroxetine
19031565,4,Clonazepam 2 MG Oral Tablet [Klonopin]
1548160,4,cinacalcet 30 MG Oral Tablet [Sensipar]
1501700,4,Thyroxine
734400,4,pregabalin 225 MG Oral Capsule
978557,4,Indapamide 2.5 MG Oral Tablet
40221898,4,12 HR Orphenadrine Citrate 100 MG Extended Release Oral Tablet
40223366,4,Benzocaine 140 MG/ML / butamben 20 MG/ML / Tetracaine 20 MG/ML Mucosal Spray [Exactacain]
42709021,4,Loperamide Hydrochloride 0.133 MG/ML Oral Suspension
40171526,4,24 HR dexmethylphenidate hydrochloride 5 MG Extended Release Oral Capsule
19134070,4,testosterone cypionate 200 MG/ML Injectable Solution
19077640,4,"Immunoglobulin G, Human 120 MG/ML Injectable Solution"
19027885,4,Salicylic Acid 20 MG/ML / Sulfur 20 MG/ML Medicated Shampoo
990136,4,Lidocaine 0.05 MG/MG Topical Ointment
40163006,4,Colistin 3 MG/ML / Hydrocortisone 10 MG/ML / Neomycin 3.3 MG/ML / THONZONIUM BROMIDE 0.5 MG/ML Otic Suspension
43525745,4,12 HR dextromethorphan polistirex 6 MG/ML Extended Release Suspension
40240375,4,24 HR Naproxen 375 MG Extended Release Oral Tablet
19079551,4,Sodium Chloride 4 MEQ/ML Injectable Solution
19080253,4,Milnacipran hydrochloride 12.5 MG Oral Tablet
40162335,4,Diclofenac Sodium 25 MG Delayed Release Oral Tablet
19127196,4,0.8 ML adalimumab 50 MG/ML Prefilled Syringe
19039720,4,Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
42708386,4,Docusate Calcium 240 MG Oral Capsule
42902750,4,Nicotine 0.5 MG/ACTUAT Nasal Inhaler
19133614,4,Diltiazem Hydrochloride 120 MG Oral Tablet
40163905,4,24 HR Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet
40233402,4,Ascorbic Acid 250 MG / Folic Acid 1 MG / Iron Carbonyl 100 MG / Vitamin B 12 0.025 MG Oral Tablet
1351583,4,candesartan cilexetil 16 MG Oral Tablet
40162618,4,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet
40163954,4,24 HR carvedilol phosphate 80 MG Extended Release Oral Capsule
40163829,4,Diclofenac Potassium 25 MG Oral Capsule
42708412,4,docusate potassium 100 MG Oral Capsule
19102187,4,Risperidone 50 MG Injection
40226429,4,bimatoprost 0.1 MG/ML Ophthalmic Solution
40222918,4,midodrine hydrochloride 10 MG Oral Tablet
704972,4,10 ML Methocarbamol 100 MG/ML Injection
1344910,4,Carboplatin 10 MG/ML Injectable Solution [Paraplatin]
19057099,4,168 HR Estradiol 0.00208 MG/HR Transdermal Patch
19057735,4,Betamethasone 0.5 MG/ML Topical Lotion
19080095,4,Isosorbide Dinitrate 5 MG Oral Tablet
1782573,4,isoniazid 100 MG Oral Tablet
19028184,4,Dextromethorphan 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine 3 MG/ML Oral Solution
19074973,4,ceftibuten 18 MG/ML Oral Suspension
19125043,4,sitagliptin 100 MG Oral Tablet [Januvia]
40223110,4,Codeine sulfate 15 MG Oral Tablet
40176686,4,Dextromethorphan 3 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution
19072967,4,aluminum chloride 200 MG/ML Topical Solution
19123252,4,Methimazole 15 MG Oral Tablet
40225941,4,Bupivacaine Hydrochloride 1.25 MG/ML Injectable Solution
40171559,4,Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule
1560554,4,500 ML Glucose 200 MG/ML Injection
19019693,4,Primidone 50 MG Oral Tablet
1152738,4,Cromolyn Sodium 10 MG/ML Inhalant Solution
705103,4,lamotrigine
1236610,4,Sulindac 200 MG Oral Tablet
1386957,4,Labetalol
19076802,4,Enalapril 10 MG Oral Tablet
19043981,4,Acamprosate calcium 333 MG Delayed Release Oral Tablet
1548198,4,Estradiol 1 MG Oral Tablet
19003702,4,Labetalol 200 MG Oral Tablet [Trandate]
40163990,4,0.8 ML Fondaparinux sodium 12.5 MG/ML Prefilled Syringe
19007424,4,Azathioprine 50 MG Oral Tablet [Imuran]
1388801,4,Leucovorin 20 MG/ML Injectable Solution
19123169,4,pregabalin 300 MG Oral Capsule [Lyrica]
19078284,4,Hydrocortisone 10 MG/ML Topical Solution
953112,4,Calcium Carbonate 800 MG / Famotidine 10 MG / Magnesium Hydroxide 165 MG Chewable Tablet
1334535,4,Ramipril 1.25 MG Oral Capsule
1308799,4,Vitamin B 12 1 MG Sublingual Tablet
40164891,4,Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet
40165166,4,Pramipexole dihydrochloride 0.25 MG Oral Tablet [Mirapex]
40168467,4,168 HR Clonidine Hydrochloride 0.00833 MG/HR Transdermal Patch [Catapres-TTS-2]
19018875,4,Cimetidine 400 MG Oral Tablet
1636780,4,Testosterone
940093,4,Capsaicin 1 MG/ML Topical Cream
932748,4,Bumetanide 0.5 MG Oral Tablet
19067686,4,Terazosin 10 MG Oral Capsule
19019486,4,oxybutynin 5 MG Oral Tablet
744740,4,zolpidem
733008,4,Perphenazine
735882,4,Disulfiram 500 MG Oral Tablet
40171522,4,24 HR dexmethylphenidate hydrochloride 20 MG Extended Release Oral Capsule
40169948,4,Morphine Sulfate 20 MG Extended Release Oral Capsule
19123253,4,Metoclopramide 10 MG Disintegrating Oral Tablet
19112791,4,"Insulin, Glulisine, Human 100 UNT/ML Injectable Solution"
19057198,4,Pentobarbital Sodium 50 MG/ML Injectable Solution
1304850,4,Filgrastim
904453,4,Esomeprazole
40228954,4,Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution
40231144,4,Hyoscyamine Sulfate 0.125 MG Sublingual Tablet
19123181,4,Amylases 52000 UNT / Endopeptidases 52000 UNT / Lipase 16000 UNT Delayed Release Oral Capsule
42901928,4,Brompheniramine Maleate 0.4 MG/ML / Dextromethorphan Hydrobromide 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution
19132559,4,Lorazepam 1 MG/ML Injectable Solution
19042647,4,Docusate 50 MG Oral Capsule [Colace]
1154105,4,Fentanyl 0.4 MG Oral Lozenge [Actiq]
1133231,4,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet
