property	count
EC_5.3.1.*_(intramolecular_oxidoreductase_interconverting_aldoses_and_ketoses)_inhibitor	1
dermatologic_drug	87
antigen	196
thromboxane_A2_agonist	1
EC_3.1.1.5_(lysophospholipase)_inhibitor	1
EC_2.4.2.1_(purine_nucleoside_phosphorylase)_inhibitor	3
EC_1.9.3.*_(oxidoreductase_acting_on_donor_heme_group__oxygen_as_acceptor)_inhibitor	7
EC_1.21.*_(oxidoreductase_acting_on_X_H_and_Y_H_to_form_an_X_Y_bond)_inhibitor	1
DNA_polymerase_inhibitor	25
lipopolysaccharide_biosynthesis_inhibitor	1
hepatoprotective_agent	61
antidote_to_paracetamol_poisoning	7
antiviral_drug	106
excipient	3
EC_5.4.99.*_(intramolecular_transferase_transferring_other_groups)_inhibitor	2
insulin_sensitizing_drug	7
EC_3.4.21.26_(prolyl_oligopeptidase)_inhibitor	32
radiopharmaceutical	14
plant_growth_retardant	21
EC_1.3.98.*_(oxidoreductase_acting_on_donor_CH_CH_group__with_other__known__acceptors)_inhibitor	2
salt_inducible_kinase_2_inhibitor	1
prosafener	1
central_nervous_system_depressant	268
mycoestrogen	1
explosive	26
EC_1.3.3.4_(protoporphyrinogen_oxidase)_inhibitor	24
Camellia_sinensis_metabolite	10
antiplasmodial_drug	189
mimotope	20
cyclooxygenase_3_inhibitor	5
EC_1.1.1.153_[sepiapterin_reductase_(L_erythro_7_8_dihydrobiopterin_forming)]_inhibitor	2
anxiogenic	1
EC_3.4.22.2_(papain)_inhibitor	4
EC_1.3.1.43_(arogenate_dehydrogenase)_inhibitor	2
homopteran_inhibitor_of_chitin_biosynthesis	1
one_colour_indicator	105
EC_3.1.3.*_(phosphoric_monoester_hydrolase)_inhibitor	31
hepatic_steatosis_inducing_agent	2
topical	244803
antiseptic_drug	42
food_antioxidant	18
EC_3.5.1.23_(ceramidase)_inhibitor	3
AP_1_antagonist	5
B_cell_lymphoma_2_inhibitor	1
growth_regulator	249
B_vitamin	27
vascular_endothelial_growth_factor_receptor_antagonist	20
ATP/ADP_translocase_inhibitor	1
EC_6.2.*_(C_S_bond_forming_ligase)_inhibitor	1
biophysical_role	542
alarm_pheromone	6
EC_2.1.*_(C1_transferase)_inhibitor	20
ultraviolet_filter	5
antifoaming_agent	1
EC_1.4.3.4_(monoamine_oxidase)_inhibitor	23
EC_3.6.4.*_(hydrolases_acting_on_ATP;_involved_in_cellular_and_subcellular_movement)_inhibitor	24
EC_1.14.11.*_(oxidoreductase_acting_on_paired_donors__2_oxoglutarate_as_one_donor__incorporating_1_atom_each_of_oxygen_into_both_donors)_inhibitor	6
neuropeptide_FF_receptor_antagonist	2
EC_2.6.1.19_(glutamine__fructose_6_phosphate_transaminase_(isomerizing))_inhibitor	2
lipoxygenase_inhibitor	55
orphan_drug	17
chemical_hybridisation_agent	5
EC_1.2.1.*_(oxidoreductase_acting_on_donor_aldehyde/oxo_group_with_NAD(+)_or_NADP(+)_as_acceptor)_inhibitor	9
retinoic_acid_receptor_modulator	10
pro_angiogenic_agent	2
photosystem_II_inhibitor	2
EC_2.7.11.12_(cGMP_dependent_protein_kinase)_inhibitor	1
bromodomain_containing_protein_4_inhibitor	2
EC_3.4.24.*_(metalloendopeptidase)_inhibitor	20
sulfite_ester_acaricide	1
EC_2.6.1.19_(4_aminobutyrate__2_oxoglutarate_transaminase)_inhibitor	1
leprostatic_drug	9
iupac_name	311601
inverse_agonist	3
chemical_role	16524
macrophage_migration_inhibitory_factor_inhibitor	1
central_nervous_system_stimulant	91
EC_2.4.1.64_(alpha_alpha_trehalose_phosphorylase)_inhibitor	2
aprotic_solvent	24
EC_2.7.12.*_[dual_specificity_kinases_(those_acting_on_Ser/Thr_and_Tyr_residues)]_inhibitor	2
EC_3.4.14.5_(dipeptidyl_peptidase_IV)_inhibitor	8
EC_5.4.*_(intramolecular_transferase)_inhibitor	3
anabolic_agent	15
EC_3.1.1.4_(phospholipase_A2)_inhibitor	8
id	355412
colorimetric_reagent	4
GABAA_receptor_agonist	3
antithyroid_drug	7
trypanocidal_drug	41
agonist	915
HIV_fusion_inhibitor	2
cytochrome_bc1_complex_inhibitor	30
antidote_to_organophosphate_poisoning	1
EC_2.7.11.26_(tau_protein_kinase)_inhibitor	11
mucolytic	9
vitamin_B1_antagonist	3
platelet_aggregation_inhibitor	105
nephrotoxin	13
LRH_1_antagonist	1
EC_5.1.3.*_(racemases_acting_on_carbohydrates_and_derivatives)_inhibitor	1
physiological_role	437
phytochrome_chromophore	6
hormone_antagonist	92
STAT3_inhibitor	4
NMDA_receptor_antagonist	34
aryl_hydrocarbon_receptor_agonist	8
EC_1.8.1.12_(trypanothione_disulfide_reductase)_inhibitor	9
glycine_receptor_antagonist	2
beta_adrenergic_drug	111
androgen_antagonist	18
